"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference","Seller_title","Address","Initial_price","Link","Current_price"
NA,4,"Louis Vuitton ",NA,"119","Fair condition","Cloth ","Brown ","25 cm","14.5 cm","4 cm","France","ks","","30/07/2020 ","11261922","",NA,119,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11261922.shtml",119
NA,8,"Louis Vuitton ",NA,"119","Fair condition","Cloth ","Brown ","25 cm","14 cm","4 cm","France","ks","","22/07/2020 ","11176231","",NA,119,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11176231.shtml",119
NA,9,"Louis Vuitton ","Speedy ","120","Very good condition","Cloth ","Brown ","18 cm","35 cm","23 cm","Belgium","gennady ","","23/10/2020 ","12414734","",NA,120,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12414734.shtml",120
NA,6,"Louis Vuitton ",NA,"120","Good condition","Leather ","Beige ",NA,NA,NA,"Italy","Osvi","","29/09/2020 ","12009333","",NA,150,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-louis-vuitton-handbag-12009333.shtml",120
NA,2,"Louis Vuitton ","Tote V ","120","Good condition","Leather ","Other ","26 cm","18 cm","11 cm","Spain","kewaybags","","14/09/2020 ","11803414","Professional seller",NA,120,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/leather-tote-v-louis-vuitton-handbag-11803414.shtml",120
NA,5,"Louis Vuitton ",NA,"120","Fair condition","Patent leather ","Beige ","27 cm","33 cm","8 cm","Spain","anag","","27/08/2020 ","11546763","",NA,120,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-louis-vuitton-handbag-11546763.shtml",120
NA,4,"Louis Vuitton ","Saint Cloud vintage ","120","Fair condition","Cloth ","Brown ","25 cm","25 cm","10 cm","France","naoufel","","13/06/2020 ","10689872","",NA,120,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-saint-cloud-vintage-louis-vuitton-handbag-10689872.shtml",120
NA,15,"Louis Vuitton ","Houston ","121.73","Fair condition","Patent leather ","Yellow ",NA,NA,NA,"United Kingdom","haute ","","21/10/2020 ","12394289","Professional seller",NA,126.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-12394289.shtml",121.73
NA,34,"Louis Vuitton ","Houston ","122.7","Very good condition","Patent leather ","Metallic ","25 cm","34 cm","14.5 cm","Australia","Karleigh","","19/06/2020 ","10786652","",NA,255.94,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/metallic-patent-leather-houston-louis-vuitton-handbag-10786652.shtml",122.7
NA,1,"Louis Vuitton ","Houston ","122.98","Fair condition","Patent leather ","Brown ","29 cm","24 cm",NA,"Denmark","Marine","","20/08/2020 ","11469197","",NA,151.4,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-patent-leather-houston-louis-vuitton-handbag-11469197.shtml",122.98
NA,24,"Louis Vuitton ",NA,"123.28","Fair condition","Patent leather ","Green ",NA,NA,NA,"Japan","luxe brand cerisier","","12/06/2020 ","10692182","Professional seller",NA,123.28,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-louis-vuitton-handbag-10692182.shtml",123.28
NA,16,"Louis Vuitton ",NA,"123.28","Very good condition","Cloth ","White ","23.5 cm","20 cm","15 cm","Hong Kong","Stanley","","17/05/2020 ","10372180","",NA,2509.66,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-louis-vuitton-handbag-10372180.shtml",123.28
NA,1,"Louis Vuitton ","Boulogne ","123.88","Fair condition","Cloth ","Brown ","33 cm","20 cm","8 cm","Denmark","marianne","","21/05/2020 ","10431194","",NA,137.64,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-10431194.shtml",123.88
NA,46,"Louis Vuitton ","Juliette  ","123.98","Fair condition","Cloth ","Burgundy ","20 cm","12 cm","5 cm","Hong Kong","chom","","07/08/2020 ","11337128","",NA,181.78,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-juliette-louis-vuitton-handbag-11337128.shtml",123.98
NA,49,"Louis Vuitton ","Marie ","124.64","Fair condition","Cloth ","Other ","36 cm","22 cm","15 cm","Hong Kong","J","","21/07/2020 ","11143726","",NA,227.22,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-marie-louis-vuitton-handbag-11143726.shtml",124.64
NA,21,"Louis Vuitton ","Noé ","125","Fair condition","Leather ","Green ","25 cm","27 cm","22 cm","Italy","stefania","","26/05/2020 ","10487343","",NA,200,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-leather-noe-louis-vuitton-handbag-10487343.shtml",125
NA,54,"Louis Vuitton ","Saint Jacques ","125","Fair condition","Leather ","Burgundy ","44 cm","30 cm","17 cm","France","  ","","11/05/2020 ","10291538","",NA,230,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-leather-saint-jacques-louis-vuitton-handbag-10291538.shtml",125
NA,18,"Louis Vuitton ","Houston ","125","Good condition","Patent leather ","Ecru ","28 cm","25 cm","14 cm","Portugal","carla","","29/04/2020 ","10150440","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-patent-leather-houston-louis-vuitton-handbag-10150440.shtml",125
NA,14,"Louis Vuitton ","Musette Tango  ","126","Fair condition","Cloth ","Brown ","29 cm","35 cm","3 cm","France","aroga","","22/09/2020 ","11905597","",NA,126,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-11905597.shtml",126
NA,61,"Louis Vuitton ","Musette Tango  ","126","Fair condition","Cloth ","Brown ","31 cm","35 cm","10 cm","France","aroga","","16/07/2019 ","7887498","",NA,350,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-musette-tango-louis-vuitton-handbag-7887498.shtml",126
NA,100,"Louis Vuitton ","Bedford ","126.48","Fair condition","Patent leather ","Camel ","30.5 cm","16 cm",NA,"Belgium","Sylvette","","27/08/2020 ","11546634","",NA,170,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-patent-leather-bedford-louis-vuitton-handbag-11546634.shtml",126.48
NA,42,"Louis Vuitton ","Marjorie ","126.72","Fair condition","Cloth ","Burgundy ","22.9 cm","12.7 cm",NA,"Vestiaire Collective New York","karina","","15/10/2020 ","12260151","",NA,176.12,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-cloth-marjorie-louis-vuitton-handbag-12260151.shtml",126.72
NA,16,"Louis Vuitton ",NA,"127","Fair condition","Cloth ","Other ","22 cm","28 cm",NA,"Italy","katrin","","28/05/2020 ","10501794","",NA,290,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-louis-vuitton-handbag-10501794.shtml",127
NA,2,"Louis Vuitton ",NA,"128.57","Good condition","Leather ","Brown ","29 cm","21.6 cm",NA,"United States","my galaxy solutions","","18/06/2020 ","10769886","Professional seller",NA,128.57,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10769886.shtml",128.57
NA,1,"Louis Vuitton ",NA,"129","Fair condition","Leather ","Purple ","24.5 cm","15 cm",NA,"France","ks","","04/11/2020 ","12628133","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/purple-leather-louis-vuitton-handbag-12628133.shtml",129
NA,0,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","29 cm","19 cm","6 cm","France","ks","","13/10/2020 ","12239364","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12239364.shtml",129
NA,7,"Louis Vuitton ","Cartouchière ","129","Fair condition","Cloth ","Brown ","16 cm","16 cm",NA,"France","ks","","12/10/2020 ","12239311","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-cartouchiere-louis-vuitton-handbag-12239311.shtml",129
NA,4,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","27 cm","17 cm","6 cm","France","ks","","09/10/2020 ","12168169","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12168169.shtml",129
NA,1,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","10.5 cm","14 cm","3.5 cm","France","ks","","07/10/2020 ","12152824","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12152824.shtml",129
NA,39,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","27 cm","16.5 cm","6.5 cm","France","ks","","04/10/2020 ","12085815","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12085815.shtml",129
NA,17,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","22 cm","14.5 cm","5 cm","France","ks","","03/10/2020 ","12085726","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12085726.shtml",129
NA,3,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","23 cm","15 cm","5.5 cm","France","ks","","03/10/2020 ","12069388","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12069388.shtml",129
NA,9,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","25 cm","15 cm","4 cm","France","ks","","20/09/2020 ","11886087","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11886087.shtml",129
NA,2,"Louis Vuitton ",NA,"129","Fair condition","Cloth ","Brown ","22.5 cm","15 cm","6 cm","France","ks","","20/09/2020 ","11885898","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-11885898.shtml",129
NA,109,"Louis Vuitton ",NA,"129","Fair condition","Pony-style calfskin ","Brown ","24.5 cm","15.5 cm",NA,"France","ks","","27/07/2020 ","11229123","",NA,129,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-pony-style-calfskin-louis-vuitton-handbag-11229123.shtml",129
NA,7,"Louis Vuitton ","Jeune fille  ","130","Fair condition","Cotton ","Camel ","25 cm","19 cm",NA,"Italy","beatrice","","02/08/2020 ","11285238","",NA,170,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/camel-cotton-jeune-fille-louis-vuitton-handbag-11285238.shtml",130
NA,2,"Louis Vuitton ","Noé ","130","Fair condition","Leather ","Brown ","25 cm","26 cm",NA,"France","Vestiaire Collective","","05/06/2020 ","10599330","Professional seller",NA,130,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-noe-louis-vuitton-handbag-10599330.shtml",130
NA,90,"Louis Vuitton ",NA,"130","Fair condition","Patent leather ","Metallic ","27 cm","21 cm","4 cm","Germany","margie","","22/05/2020 ","10443927","",NA,199,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/metallic-patent-leather-louis-vuitton-handbag-10443927.shtml",130
NA,44,"Louis Vuitton ","Reade ","130","Fair condition","Patent leather ","Blue ","26 cm","34 cm","11 cm","Spain","montse","","11/05/2020 ","10286546","",NA,149,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-reade-louis-vuitton-handbag-10286546.shtml",130
NA,8,"Louis Vuitton ","Houston ","132.09","Fair condition","Patent leather ","Beige ",NA,NA,NA,"Japan","Brand street tokyo","","31/07/2020 ","11267910","Professional seller",NA,140.89,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-houston-louis-vuitton-handbag-11267910.shtml",132.09
NA,18,"Louis Vuitton ","Reade ","132.09","Fair condition","Patent leather ","Green ",NA,NA,NA,"Japan","luxe brand cerisier","","13/06/2020 ","10705983","Professional seller",NA,132.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/green-patent-leather-reade-louis-vuitton-handbag-10705983.shtml",132.09
NA,6,"Louis Vuitton ","Speedy ","132.09","Good condition","Cloth ","Brown ","30 cm","21.1 cm",NA,"United Kingdom","eplanet","","09/06/2020 ","10650058","Professional seller",NA,132.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10650058.shtml",132.09
NA,19,"Louis Vuitton ",NA,"132.09","Fair condition","Patent leather ","Yellow ",NA,NA,NA,"Japan","luxe brand cerisier","","21/05/2020 ","10437044","Professional seller",NA,132.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-louis-vuitton-handbag-10437044.shtml",132.09
NA,13,"Louis Vuitton ","Houston ","132.09","Fair condition","Patent leather ","Yellow ",NA,NA,NA,"Japan","luxe brand cerisier","","01/04/2020 ","9839298","Professional seller",NA,149.7,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-9839298.shtml",132.09
NA,74,"Louis Vuitton ","Houston ","132.09","Good condition","Patent leather ","Yellow ",NA,NA,NA,"Japan","luxe brand cerisier","","20/02/2020 ","9503172","Professional seller",NA,132.09,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-patent-leather-houston-louis-vuitton-handbag-9503172.shtml",132.09
NA,33,"Louis Vuitton ","Speedy ","132.11","Fair condition","Cloth ","Brown ","30 cm","25 cm","18 cm","Hong Kong","Yi","","02/06/2020 ","10567698","",NA,227.22,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10567698.shtml",132.11
NA,29,"Louis Vuitton ","Reade ","133.02","Fair condition","Patent leather ","Beige ","24 cm","17,5 cm","10 cm","Denmark","grace","","26/02/2020 ","9553666","",NA,207.84,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-reade-louis-vuitton-handbag-9553666.shtml",133.02
NA,21,"Louis Vuitton ","Neverfull ","133.1","Very good condition","Cloth ","Beige ","39 cm","32 cm","19 cm","Italy","alize","","21/07/2020 ","11136450","",NA,133.1,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-neverfull-louis-vuitton-handbag-11136450.shtml",133.1
NA,19,"Louis Vuitton ","Porte Documents Voyage ","133.18","Fair condition","Leather ","Black ","41 cm","31 cm",NA,"Denmark","Mikael","","20/08/2020 ","11468959","",NA,247.75,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-porte-documents-voyage-louis-vuitton-handbag-11468959.shtml",133.18
NA,4,"Louis Vuitton ","Speedy ","133.69","Fair condition","Cloth ","Brown ","38.1 cm","27.9 cm","7.6 cm","United Kingdom","corina","Dustbag","14/10/2020 ","12225986","",NA,170.64,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-12225986.shtml",133.69
NA,6,"Louis Vuitton ",NA,"134","Fair condition","Leather ","Brown ","45 cm","33 cm","12 cm","France","jean","","07/07/2020 ","10977948","",NA,500,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-louis-vuitton-handbag-10977948.shtml",134
NA,4,"Louis Vuitton ","Reade ","134.85","Very good condition","Patent leather ","Beige ","12 cm","12 cm",NA,"Hong Kong","jo","","29/06/2020 ","10887942","",NA,397.64,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-reade-louis-vuitton-handbag-10887942.shtml",134.85
NA,7,"Louis Vuitton ","Noé ","135","Fair condition","Cloth ","Other ","36 cm","26 cm","18 cm","France","olfa","","28/07/2020 ","11229533","",NA,135,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-noe-louis-vuitton-handbag-11229533.shtml",135
NA,7,"Louis Vuitton ","Speedy ","135","Fair condition","Cloth ","Brown ","25 cm","19 cm",NA,"France","myriam","","18/07/2020 ","11121617","",NA,150,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11121617.shtml",135
NA,1,"Louis Vuitton ","Alma ","135","Fair condition","Cloth ","Black ","40 cm","15 cm","13 cm","Spain","Arantxa ","","09/06/2020 ","10643891","",NA,160,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-alma-louis-vuitton-handbag-10643891.shtml",135
NA,10,"Louis Vuitton ","Houston ","135","Very good condition","Patent leather ","Blue ","31 cm","24 cm","14 cm","Croatia","ana","","07/06/2020 ","10618982","",NA,185,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-houston-louis-vuitton-handbag-10618982.shtml",135
NA,4,"Louis Vuitton ","Aubagne ","135.61","Very good condition","Cloth ","Black ","7.6 cm","12.7 cm","12.7 cm","United States","cliff","","29/05/2020 ","10521337","",NA,176.12,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-aubagne-louis-vuitton-handbag-10521337.shtml",135.61
NA,4,"Louis Vuitton ","Totally ","136.33","Fair condition","Cloth ","Blue ","40 cm","30 cm","15 cm","Hong Kong","allu","","22/08/2020 ","11475869","Professional seller",NA,136.33,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-totally-louis-vuitton-handbag-11475869.shtml",136.33
NA,7,"Louis Vuitton ","Noé ","136.33","Fair condition","Leather ","Black ","24.5 cm","27 cm","19 cm","Hong Kong","m.","","21/05/2020 ","10356015","",NA,136.33,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-noe-louis-vuitton-handbag-10356015.shtml",136.33
NA,11,"Louis Vuitton ","Houston ","136.51","Fair condition","Leather ","Yellow ","34 cm","24 cm","24 cm","United Kingdom","iman","","12/08/2020 ","11375217","",NA,136.51,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-leather-houston-louis-vuitton-handbag-11375217.shtml",136.51
NA,3,"Louis Vuitton ",NA,"137.58","Fair condition","Patent leather ","Pink ","19 cm","19 cm","9 cm","Italy","manuela","","30/09/2020 ","12004514","",NA,190,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-patent-leather-louis-vuitton-handbag-12004514.shtml",137.58
NA,47,"Louis Vuitton ","Josephine  ","137.86","Good condition","Cloth ","Other ","26.5 cm","19 cm","13 cm","Hong Kong","YYT","","05/07/2020 ","10964057","",NA,204.5,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-josephine-louis-vuitton-handbag-10964057.shtml",137.86
NA,2,"Louis Vuitton ","Chantilly ","139","Fair condition","Cloth ","Brown ",NA,NA,NA,"France","ks","","16/10/2020 ","12291802","",NA,139,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-chantilly-louis-vuitton-handbag-12291802.shtml",139
NA,26,"Louis Vuitton ",NA,"139","Fair condition","Cloth ","Brown ","27 cm","16 cm","6 cm","France","ks","","16/10/2020 ","12291728","",NA,139,"https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-12291728.shtml",139
