"Date_sold","Price_sold","Last_known_price","Initial_price","Likes","Designer","Model","Condition","Material","Color","Location","Seller","Sold_with","Online_since","Reference","Link","Seller_title","Width","Height","Depth"
"August 2, 2020","678",678,678,6,"Louis Vuitton ","No<U+00E9> ","Good condition","Cloth ","Brown ","Vestiaire Collective Paris","amy","","02/08/2020 ","11265894","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11265894.shtml","","26 cm","34 cm","19 cm"
"October 12, 2020","673.54",678.02,678.02,9,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Ecru ","United Kingdom","stephanie ","","12/10/2020 ","12194965","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-neverfull-louis-vuitton-handbag-12194965.shtml","Trusted Seller","30.5 cm","53.3 cm","20.3 cm"
"September 10, 2020","666.6",678.05,678.05,3,"Louis Vuitton ","Boulogne ","Very good condition","Cloth ","Brown ","Japan","fashionista vintage","","01/09/2020 ","11580963","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-boulogne-louis-vuitton-handbag-11580963.shtml","Professional seller",NA,NA,NA
"July 30, 2020","678.33",678.33,680,34,"Louis Vuitton ","Ipanema ","Never worn","Cloth ","Brown ","Greece","E","Original box","14/05/2020 ","10339440","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ipanema-louis-vuitton-handbag-10339440.shtml","","21 cm","14 cm","3,5 cm"
"September 3, 2020","662.98",678.93,722.08,110,"Louis Vuitton ","Nano Speedy / Mini HL ","Good condition","Cloth ","Brown ","Japan","life time","","21/04/2020 ","10041752","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-nano-speedy-mini-hl-louis-vuitton-handbag-10041752.shtml","Professional seller",NA,NA,NA
"July 27, 2020","678.95",678.95,690,8,"Louis Vuitton ","Galliera ","Good condition","Cloth ","Brown ","Italy","sarah","Original box","10/02/2020 ","9410166","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-galliera-louis-vuitton-handbag-9410166.shtml","Expert SellerFashion Activist","45 cm","35 cm","13 cm"
"August 12, 2020","679",679,890,9,"Louis Vuitton ",NA,"Good condition","Leather ","Beige ","Bulgaria","iva","","10/03/2020 ","9679332","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-louis-vuitton-handbag-9679332.shtml","Expert Seller","30.5 cm","27.9 cm","12.7 cm"
"October 11, 2020","679.42",679.42,729,56,"Louis Vuitton ","Croissant  ","Good condition","Cloth ","Brown ","France","feijie","","29/09/2020 ","11976727","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-croissant-louis-vuitton-handbag-11976727.shtml","Expert SellerFashion Activist","17 cm","15 cm","3 cm"
"June 21, 2020","679.63",679.63,900,2,"Louis Vuitton ","Totally ","Very good condition","Cloth ","Brown ","Germany","Elena","","19/06/2020 ","10784800","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-totally-louis-vuitton-handbag-10784800.shtml","Fashion Activist","40 cm","30 cm","12 cm"
"October 19, 2020","675.48",679.97,1137.62,35,"Louis Vuitton ","Alma ","Very good condition","Leather ","Burgundy ","Romania","alexa","","13/05/2020 ","10326360","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/burgundy-leather-alma-louis-vuitton-handbag-10326360.shtml","Trusted Seller","37 cm","29 cm","18 cm"
"October 26, 2020","680",680,680,8,"Louis Vuitton ","Courtney ","Good condition","Cloth ","Multicolour ","France","catherine","","26/10/2020 ","12466164","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-courtney-louis-vuitton-handbag-12466164.shtml","Expert SellerFashion Activist","33 cm","26 cm","16 cm"
"October 24, 2020","680",680,790,13,"Louis Vuitton ","No<U+00E9> ","Very good condition","Cloth ","Brown ","Germany","Didem","","24/10/2020 ","12428699","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-12428699.shtml","","23 cm","25 cm","18 cm"
"October 23, 2020","680",680,680,2,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Brown ","Italy","jolanta ","","15/10/2020 ","12266598","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-12266598.shtml","Trusted Seller","30 cm","18 cm","13 cm"
"October 14, 2020","680",680,725,13,"Louis Vuitton ","Totally ","Very good condition","Cloth ","Brown ","France","Sylviane","Dustbag","11/10/2020 ","12177367","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-totally-louis-vuitton-handbag-12177367.shtml","Expert Seller","34 cm","30 cm","17 cm"
"October 10, 2020","680",680,680,51,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","France","Cathleen","","09/10/2020 ","12158388","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12158388.shtml","","19 cm","32 cm","19 cm"
"October 9, 2020","680",680,700,8,"Louis Vuitton ","Tulum ","Very good condition","Cloth ","Brown ","Netherlands","Bykhay","","06/10/2020 ","12103490","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-tulum-louis-vuitton-handbag-12103490.shtml","Expert Seller","30 cm","23 cm","11 cm"
"September 28, 2020","680",680,680,2,"Louis Vuitton ","Montorgueil ","Very good condition","Cloth ","Brown ","France","ana<U+00EF>s","","28/09/2020 ","11966809","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-montorgueil-louis-vuitton-handbag-11966809.shtml","Expert SellerFashion Activist","43 cm","20 cm","20 cm"
"September 28, 2020","680",680,800,38,"Louis Vuitton ","Alma BB ","Very good condition","Patent leather ","Red ","Spain","elena","","25/09/2020 ","11939709","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-alma-bb-louis-vuitton-handbag-11939709.shtml","Expert Seller","17,15 cm","23,5 cm","11,5 cm"
"September 21, 2020","680",680,680,29,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Italy","francesca","Dustbag","18/09/2020 ","11847539","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11847539.shtml","Expert Seller","30 cm","21 cm","17 cm"
"September 11, 2020","680",680,680,2,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","France","sandra","","11/09/2020 ","11745855","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11745855.shtml","Trusted Seller","29 cm","21 cm","12 cm"
"September 7, 2020","680",680,800,6,"Louis Vuitton ","Phenix ","Very good condition","Leather ","Black ","France","Stephanie","","07/09/2020 ","11686354","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-phenix-louis-vuitton-handbag-11686354.shtml","Fashion Activist","42 cm","27 cm","15 cm"
"September 6, 2020","680",680,680,11,"Louis Vuitton ","Mahina ","Very good condition","Leather ","Black ","Luxembourg","richard","Card or certificate","31/08/2020 ","11582263","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-mahina-louis-vuitton-handbag-11582263.shtml","Expert Seller","40 cm","32 cm","18 cm"
"August 31, 2020","680",680,700,17,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","Austria","ferida","","31/08/2020 ","11596957","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11596957.shtml","Trusted SellerFashion Activist","17 cm","28,5 cm","31 cm"
"August 29, 2020","680",680,790,37,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","France","sara","Dustbag","28/08/2020 ","11544962","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11544962.shtml","Expert Seller","39 cm","22 cm","13 cm"
"September 14, 2020","680",680,680,35,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Italy","rosella","","26/08/2020 ","11532052","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11532052.shtml","Expert Seller","30 cm","25 cm","17 cm"
"August 23, 2020","680",680,680,9,"Louis Vuitton ","Delightful ","Good condition","Cloth ","Brown ","France","valentine","","23/08/2020 ","11486234","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-delightful-louis-vuitton-handbag-11486234.shtml","Fashion Activist","44 cm","27 cm","17 cm"
"September 7, 2020","680",680,850,82,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","Spain","kewaybags","","13/08/2020 ","11400333","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11400333.shtml","Professional seller","45 cm","29 cm","17 cm"
"August 17, 2020","680",680,850,19,"Louis Vuitton ","Speedy ","Never worn","Cloth ","Brown ","France","Melina","Dustbag","12/08/2020 ","11384432","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11384432.shtml","","30 cm","21 cm","17 cm"
"August 5, 2020","680",680,800,3,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","France","danielle","Dustbag","05/08/2020 ","11311006","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11311006.shtml","Fashion Activist","40 cm","31 cm","20 cm"
"July 29, 2020","680",680,680,5,"Louis Vuitton ","Papillon ","Good condition","Cloth ","Brown ","Austria","viktoria","","29/07/2020 ","11221439","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-papillon-louis-vuitton-handbag-11221439.shtml","Trusted SellerFashion Activist","19 cm","10 cm","10 cm"
"July 29, 2020","680",680,800,3,"Louis Vuitton ","Alma ","Very good condition","Patent leather ","Red ","Italy","Ina","Dustbag","27/07/2020 ","11206533","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-patent-leather-alma-louis-vuitton-handbag-11206533.shtml","Expert Seller","39 cm","29 cm","19 cm"
"July 26, 2020","680",680,680,7,"Louis Vuitton ","Pleaty ","Good condition","Denim - Jeans ","Blue ","France","javotte & anastasie","","26/07/2020 ","11209315","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-pleaty-louis-vuitton-handbag-11209315.shtml","Professional seller",NA,NA,NA
"July 23, 2020","680",680,680,6,"Louis Vuitton ","Pleaty ","Good condition","Denim - Jeans ","Blue ","France","lisa","","23/07/2020 ","11170881","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-pleaty-louis-vuitton-handbag-11170881.shtml","Trusted SellerFashion Activist","26 cm","17 cm",NA
"July 22, 2020","680",680,735,7,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","White ","Portugal","Susana","","17/07/2020 ","11097835","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/white-cloth-neverfull-louis-vuitton-handbag-11097835.shtml","","56 cm","32 cm","31 cm"
"July 15, 2020","680",680,680,7,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Germany","hediye","","14/07/2020 ","11059741","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11059741.shtml","Trusted SellerFashion Activist","1 cm","1 cm","1 cm"
"July 24, 2020","680",680,800,19,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","Spain","Mi","Dustbag ,Card or certificate","10/07/2020 ","11009788","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-11009788.shtml","","30 cm","21 cm",NA
"July 12, 2020","680",680,700,15,"Louis Vuitton ","Alma ","Very good condition","Patent leather ","Blue ","Latvia","anete","Dustbag","09/07/2020 ","10993213","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-patent-leather-alma-louis-vuitton-handbag-10993213.shtml","Trusted Seller","28 cm","38 cm","18 cm"
"August 22, 2020","680",680,980,79,"Louis Vuitton ","Alma ","Good condition","Leather ","Beige ","Italy","simona","","04/07/2020 ","10951493","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-alma-louis-vuitton-handbag-10951493.shtml","","23 cm","29 cm","11 cm"
"August 26, 2020","680",680,750,11,"Louis Vuitton ","Speedy ","Good condition","Cloth ","Brown ","Monaco","alexia","","01/07/2020 ","10917445","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10917445.shtml","","35 cm","23 cm","18 cm"
"June 15, 2020","680",680,850,4,"Louis Vuitton ",NA,"Never worn","Cloth ","Brown ","Italy","martino","","11/06/2020 ","10680567","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-louis-vuitton-handbag-10680567.shtml","","50 cm","25 cm",NA
"June 10, 2020","680",680,750,20,"Louis Vuitton ","Alma BB ","Very good condition","Patent leather ","Beige ","Spain","afnan","","09/06/2020 ","10657376","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-alma-bb-louis-vuitton-handbag-10657376.shtml","","24 cm","18 cm",NA
"June 10, 2020","680",680,680,18,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Beige ","Italy","paola","Dustbag","09/06/2020 ","10646444","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-neverfull-louis-vuitton-handbag-10646444.shtml","Expert SellerFashion ActivistProfessional seller","39 cm","32 cm",NA
"August 11, 2020","680",680,950,8,"Louis Vuitton ","Tulum ","Very good condition","Cloth ","Brown ","Spain","v.","","09/06/2020 ","10633201","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-tulum-louis-vuitton-handbag-10633201.shtml","Expert SellerFashion Activist","34 cm","26 cm","11 cm"
"June 9, 2020","680",680,800,6,"Louis Vuitton ","Plat ","Very good condition","Leather ","Brown ","Italy","virginia","","06/06/2020 ","10609884","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-plat-louis-vuitton-handbag-10609884.shtml","Trusted Seller","36 cm","36 cm","9 cm"
"May 29, 2020","680",680,680,12,"Louis Vuitton ","Favorite ","Very good condition","Cloth ","Brown ","Spain","corina","","29/05/2020 ","10514821","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-favorite-louis-vuitton-handbag-10514821.shtml","","26 cm","17 cm","4 cm"
"May 23, 2020","680",680,680,7,"Louis Vuitton ","Alma ","Good condition","Leather ","Black ","Netherlands","Sandra","","22/05/2020 ","10440737","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-alma-louis-vuitton-handbag-10440737.shtml","Expert SellerFashion Activist","31 cm","25 cm","16 cm"
"May 17, 2020","680",680,680,4,"Louis Vuitton ",NA,"Very good condition","Cloth ","Black ","France","Palacecallas","","16/05/2020 ","10346566","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-cloth-louis-vuitton-handbag-10346566.shtml","Expert SellerFashion Activist","22 cm","15 cm",NA
"May 10, 2020","680",680,680,14,"Louis Vuitton ","Sunburst ","Never worn","Denim - Jeans ","Pink ","France","A","","10/05/2020 ","10280593","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-denim-jeans-sunburst-louis-vuitton-handbag-10280593.shtml","Fashion Activist","32,5 cm","34 cm","20 cm"
"May 8, 2020","680",680,680,92,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","France","Vestiaire Collective","Dustbag","07/05/2020 ","10261980","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10261980.shtml","Professional seller","56 cm","32 cm",NA
"May 7, 2020","680",680,800,10,"Louis Vuitton ","Favorite ","Very good condition","Cloth ","Ecru ","France","olivia","Dustbag","07/05/2020 ","10248514","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/ecru-cloth-favorite-louis-vuitton-handbag-10248514.shtml","","26 cm","15 cm","4 cm"
"August 22, 2020","680",680,920,17,"Louis Vuitton ",NA,"Good condition","Cloth ","Multicolour ","Italy","Cinzia","","30/04/2020 ","10166729","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-louis-vuitton-handbag-10166729.shtml","Expert Seller","40 cm","20 cm","15 cm"
"May 10, 2020","680",680,995,3,"Louis Vuitton ","Mahina ","Very good condition","Leather ","Black ","Italy","flavia","Dustbag","29/04/2020 ","10151227","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-mahina-louis-vuitton-handbag-10151227.shtml","","39 cm","22 cm","12 cm"
"June 5, 2020","680",680,680,38,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Other ","Germany","nadia ","Original box","24/04/2020 ","10091197","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-speedy-louis-vuitton-handbag-10091197.shtml","Trusted Seller","25 cm","19 cm","15 cm"
"June 29, 2020","680",680,680,10,"Louis Vuitton ","Popincourt ","Very good condition","Cloth ","Brown ","France","Agn<U+00E8>s Kim","","22/03/2020 ","9748757","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-popincourt-louis-vuitton-handbag-9748757.shtml","Expert SellerFashion Activist","20 cm","14 cm","11 cm"
"August 19, 2020","680.34",680.34,750,45,"Louis Vuitton ","No<U+00E9> ","Fair condition","Cloth ","Brown ","Belgium","dani","","15/08/2020 ","11409187","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-noe-louis-vuitton-handbag-11409187.shtml","Trusted SellerFashion Activist","27 cm","35 cm",NA
"October 12, 2020","681.43",681.43,720,33,"Louis Vuitton ","Beverly ","Very good condition","Cloth ","Multicolour ","Monaco","Mitcollection ","Dustbag","28/09/2020 ","11973879","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-cloth-beverly-louis-vuitton-handbag-11973879.shtml","Expert Seller","33 cm","17 cm","13 cm"
"September 28, 2020","672.47",681.43,681.43,42,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","United Kingdom","hatice","","22/09/2020 ","11901284","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11901284.shtml","Fashion Activist","39.6 cm","32.5 cm",NA
"October 29, 2020","679.18",681.44,790.65,49,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","United Kingdom","sarah","","25/10/2020 ","12338779","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12338779.shtml","Trusted SellerFashion Activist","32.5 cm","39.6 cm","20.1 cm"
"July 20, 2020","674.7",681.44,908.96,29,"Louis Vuitton ",NA,"Very good condition","Leather ","Black ","United Kingdom","LN","","26/12/2019 ","9036089","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-louis-vuitton-handbag-9036089.shtml","Trusted SellerFashion Activist",NA,NA,NA
"June 11, 2020","697.5",681.55,772.56,24,"Louis Vuitton ","Pleaty ","Good condition","Denim - Jeans ","Blue ","Hong Kong","janice","Dustbag","03/05/2020 ","10185949","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-denim-jeans-pleaty-louis-vuitton-handbag-10185949.shtml","Fashion Activist","25 cm","17 cm","8 cm"
"October 19, 2020","677.31",681.67,738.47,113,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","Hong Kong","peggy","Dustbag","08/10/2020 ","12146212","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12146212.shtml","Trusted Seller","14 cm","28 cm","31 cm"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"May 14, 2020","682.2",682.2,875,33,"Louis Vuitton ",NA,"Very good condition","Cloth ","Blue ","Belgium","Hanna ","Dustbag","06/05/2020 ","10233926","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/blue-cloth-louis-vuitton-handbag-10233926.shtml","","30 cm","35 cm",NA
"August 27, 2020","670.92",682.45,682.45,126,"Louis Vuitton ","Croissant  ","Good condition","Cloth ","Brown ","United States","lea","Dustbag","11/07/2020 ","11031242","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-croissant-louis-vuitton-handbag-11031242.shtml","Expert SellerFashion Activist","29.2 cm","17.8 cm","7.6 cm"
"October 28, 2020","678.06",682.57,682.57,14,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","United Kingdom","Mandeep","Original box","28/10/2020 ","12500459","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12500459.shtml","","15.4 cm","12.6 cm","7.5 cm"
"October 6, 2020","678.81",682.57,693.95,59,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Brown ","United Kingdom","melissa","Dustbag ,Card or certificate","30/09/2020 ","12015109","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-12015109.shtml","Trusted Seller","44 cm","28 cm","16 cm"
"September 26, 2020","672.13",682.57,682.57,39,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","United Kingdom","emily","Dustbag ,Original box","26/09/2020 ","11955628","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11955628.shtml","Trusted Seller","28 cm","31 cm",NA
"September 13, 2020","664.14",682.57,682.57,3,"Louis Vuitton ",NA,"Never worn","Denim - Jeans ","Grey ","United Kingdom","viv","Dustbag","13/09/2020 ","11772413","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/grey-denim-jeans-louis-vuitton-handbag-11772413.shtml","Trusted Seller","30 cm","15 cm","7 cm"
"August 27, 2020","683.33",682.57,767.9,8,"Louis Vuitton ","Speedy Bandouli<U+00E8>re ","Very good condition","Cloth ","Brown ","United Kingdom","David","Dustbag","27/08/2020 ","11546915","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-bandouliere-louis-vuitton-handbag-11546915.shtml","","35.1 cm","23.1 cm","18 cm"
"July 21, 2020","675.82",682.57,682.57,15,"Louis Vuitton ","Twist ","Very good condition","Leather ","Black ","Ukraine","Amina ","","21/07/2020 ","11140071","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-twist-louis-vuitton-handbag-11140071.shtml","",NA,NA,NA
"July 3, 2020","681.82",682.57,682.57,5,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","United Kingdom","Mashalle","Dustbag","03/07/2020 ","10950402","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10950402.shtml","","35.1 cm","22.9 cm","17.8 cm"
"June 29, 2020","676.57",682.57,682.57,6,"Louis Vuitton ","Speedy Bandouli<U+00E8>re ","Never worn, with tag","Cloth ","Brown ","United Kingdom","kellie","","29/06/2020 ","10787402","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-bandouliere-louis-vuitton-handbag-10787402.shtml","Trusted Sellervia our Concierge Service","30 cm","25 cm","18 cm"
"June 13, 2020","684.86",682.57,682.57,23,"Louis Vuitton ","Delightful ","Very good condition","Cloth ","Brown ","United Kingdom","jenny","Dustbag","11/06/2020 ","10680285","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-delightful-louis-vuitton-handbag-10680285.shtml","","30 cm","52 cm","20 cm"
"June 12, 2020","688.69",682.57,682.57,10,"Louis Vuitton ","Alma ","Good condition","Patent leather ","Beige ","United Kingdom","K","","05/06/2020 ","10602075","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-patent-leather-alma-louis-vuitton-handbag-10602075.shtml","Expert SellerFashion Activist","22.9 cm","30.5 cm","15.2 cm"
"May 18, 2020","693.05",682.57,1023.86,4,"Louis Vuitton ","Speedy ","Very good condition","Cloth ","Brown ","United Kingdom","fatin","","15/05/2020 ","10329894","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-speedy-louis-vuitton-handbag-10329894.shtml","Trusted Seller","27.9 cm","22.9 cm","17.8 cm"
"May 14, 2020","696.92",682.57,682.57,9,"Louis Vuitton ","Artsy ","Good condition","Leather ","Navy ","United Kingdom","fatin","","14/05/2020 ","10352203","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/navy-leather-artsy-louis-vuitton-handbag-10352203.shtml","Trusted Seller","41 cm","32 cm","22 cm"
"May 9, 2020","702.58",682.57,682.57,30,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","United Kingdom","song  ","","09/05/2020 ","10266952","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-10266952.shtml","Fashion Activist","289.6 cm","320 cm","170.2 cm"
"May 27, 2020","691.96",682.57,796.34,45,"Louis Vuitton ","Papillon ","Very good condition","Cloth ","Other ","United Kingdom","p","","08/03/2020 ","9642932","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-papillon-louis-vuitton-handbag-9642932.shtml","Expert Seller","26.9 cm","13.5 cm","13.5 cm"
"June 24, 2020","681.06",682.57,682.57,1,"Louis Vuitton ","Ipanema ","Good condition","Cloth ","Brown ","United Kingdom","Michelle","","21/02/2020 ","9507020","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-ipanema-louis-vuitton-handbag-9507020.shtml","","25.4 cm","30.5 cm","7.6 cm"
"July 14, 2020","687.15",682.57,1136.49,84,"Louis Vuitton ","Beverly ","Never worn","Cloth ","Brown ","United Kingdom","Emma","Original box","11/02/2020 ","9424024","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-beverly-louis-vuitton-handbag-9424024.shtml","Trusted Seller","24 cm","11 cm",NA
"June 26, 2020","678.81",682.57,1011.35,39,"Louis Vuitton ","Alma BB ","Very good condition","Patent leather ","Pink ","France","Alex","Dustbag","08/02/2020 ","9394367","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/pink-patent-leather-alma-bb-louis-vuitton-handbag-9394367.shtml","Trusted Seller","25 cm","17 cm","9.5 cm"
"July 7, 2020","681.82",682.57,796.34,11,"Louis Vuitton ","Alma ","Very good condition","Cloth ","Other ","United Kingdom","bambar","","12/08/2019 ","8018514","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/cloth-alma-louis-vuitton-handbag-8018514.shtml","Trusted Seller","35 cm","24 cm","16.5 cm"
"October 7, 2020","687.29",682.71,744.83,110,"Louis Vuitton ","Alma BB ","Very good condition","Leather ","Orange ","Australia","crystal","","25/09/2020 ","11920272","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/orange-leather-alma-bb-louis-vuitton-handbag-11920272.shtml","","1 cm","1 cm","1 cm"
"August 24, 2020","683",683,683,109,"Louis Vuitton ","Neverfull ","Good condition","Cloth ","Beige ","Netherlands","Sandra","","03/06/2020 ","10576978","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-cloth-neverfull-louis-vuitton-handbag-10576978.shtml","Expert SellerFashion Activist","29 cm","22 cm","13 cm"
"September 25, 2020","683.18",683.18,750,90,"Louis Vuitton ","Neverfull ","Very good condition","Cloth ","Brown ","France","julienne ","","19/09/2020 ","11855215","https://us.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-neverfull-louis-vuitton-handbag-11855215.shtml","Trusted Seller","32 cm","29 cm","16 cm"
