"Date_sold","Likes","Designer","Model","Price_sold","Condition","Material","Color","Width","Height","Depth","Location","Seller","Sold_with","Online_since","Reference"
"March 30, 2020",4,"APC",NA,"193,90 €","Never worn  More infos","Leather","Red","35 cm","10 cm",NA,"France","Jihane","","30/03/2020","9829520"
"May 15, 2020",4,"APC",NA,"50 €","Good condition  More infos","Suede","Khaki","35,50 cm","33 cm",NA,"France","Latifa","","14/05/2020","10350542"
"September 28, 2019",20,"APC","Demi-lune","180,22 €","Good condition  More infos","Leather","Black","24 cm","17 cm","7 cm","United Kingdom","sarah","","26/09/2019","8308981"
"September 26, 2019",1,"APC","Demi-lune","230 €","Good condition  More infos","Leather","Black","17 cm","24 cm","8 cm","France","Eli","","26/09/2019","8308331"
"April 10, 2020",30,"APC",NA,"40 €","Never worn  More infos","Cloth","Pink","57 cm","34 cm",NA,"Germany","Simone","","07/04/2020","9901968"
"September 18, 2019",16,"APC",NA,"111,65 €","Very good condition  More infos","Linen","Multicolour","25 cm","25 cm","20 cm","Australia","an-lin","Dustbag ,Original box","11/09/2019","8199413"
"November 11, 2019",2,"APC","Demi-lune","140 €","Good condition  More infos","Leather","Black","24 cm","18 cm","8 cm","Belgium","marta","","11/11/2019","8677182"
"October 14, 2019",0,"APC","Demi-lune","230,53 €","Good condition  More infos","Leather","Grey","23 cm","14 cm","7 cm","Sweden","Sofie","Dustbag","14/10/2019","8444128"
"October 18, 2019",10,"APC","Demi-lune","140 €","Good condition  More infos","Leather","Yellow","24 cm","17 cm","8 cm","Netherlands","Fiore","","16/10/2019","8469008"
"October 12, 2019",80,"APC","Demi-lune","139,78 €","Good condition  More infos","Leather","Black","22 cm","20 cm",NA,"Singapore","Debra","","19/09/2019","8258887"
"October 8, 2019",55,"APC","Demi-lune","200 €","Good condition  More infos","Leather","Brown","23 cm","19 cm","8 cm","France","julie","","26/09/2019","8251407"
"September 16, 2019",2,"APC","Demi-lune","224,48 €","Very good condition  More infos","Leather","Grey","24 cm","8 cm","17 cm","United Kingdom","Stephanie","","16/09/2019","8230871"
"May 5, 2020",9,"APC",NA,"125 €","Good condition  More infos","Leather","Black","19 cm","28 cm","7 cm","Netherlands","KitYuk","","03/05/2020","10208022"
"October 5, 2019",41,"APC","Demi-lune","150 €","Good condition  More infos","Leather","Navy","24 cm","19 cm","8 cm","France","caroline","","23/09/2019","8278405"
"September 13, 2019",15,"APC","Demi-lune","115,28 €","Good condition  More infos","Leather","Black","22.9 cm","17.8 cm","7.6 cm","United Kingdom","Grace","","12/09/2019","8204530"
"July 2, 2020",44,"APC",NA,"153,04 €","Very good condition  More infos","Leather","Navy","31 cm","34 cm","14 cm","Hong Kong","doris","Dustbag","29/03/2020","9821317"
"November 25, 2019",25,"APC",NA,"214,58 €","Good condition  More infos","Leather","Brown","20.3 cm","22.9 cm","16.5 cm","United Kingdom","Julia","","23/11/2019","8794111"
"April 29, 2020",5,"APC",NA,"40 €","Good condition  More infos","Leather","Other","30 cm","19 cm","6 cm","Italy","anna","","28/04/2020","10141568"
"October 31, 2019",18,"APC","Demi-lune","259,24 €","Good condition  More infos","Leather","Black","16 cm","24 cm","8 cm","Sweden","Susan","Dustbag","29/10/2019","8573991"
"September 11, 2019",142,"APC","Genève","270 €","Very good condition  More infos","Leather","Beige","24 cm","18 cm","8 cm","France","Topolino","","27/08/2019","8094725"
"September 7, 2019",4,"APC","Demi-lune","235,51 €","Good condition  More infos","Leather","Black","17 cm","24 cm","8 cm","Australia","thu","","06/09/2019","8157650"
"September 11, 2019",32,"APC","Demi-lune","250 €","Very good condition  More infos","Leather","Multicolour","17 cm","24 cm","8 cm","Netherlands","romina","Dustbag","08/09/2019","8178623"
"August 20, 2019",169,"APC","Genève","150 €","Good condition  More infos","Leather","Navy","24 cm","19 cm","9 cm","Germany","veronika","","19/07/2019","7901208"
"October 16, 2019",8,"APC","Demi-lune","150 €","Good condition  More infos","Leather","Brown","17 cm","24 cm","8 cm","France","debbie","","15/10/2019","8459260"
"October 16, 2019",16,"APC","Demi-lune","225 €","Very good condition  More infos","Leather","Brown","24 cm","16,5 cm","8 cm","Germany","veronika","","14/10/2019","8445532"
"August 26, 2019",3,"APC","Demi-lune","260 €","Very good condition  More infos","Leather","Black","24 cm","17 cm","8 cm","France","Laetitia","","26/08/2019","8094890"
"September 20, 2019",31,"APC",NA,"250 €","Very good condition  More infos","Leather","Brown","24 cm","33 cm","15 cm","Germany","Nadine","","18/09/2019","8247288"
"September 6, 2019",66,"APC","Demi-lune","260 €","Very good condition  More infos","Leather","Navy",NA,NA,NA,"France","Eva","","27/08/2019","8100287"
"July 9, 2020",202,"APC","Demi-lune","174,25 €","Good condition  More infos","Leather","Beige","20 cm","15 cm","7 cm","Hong Kong","chow","Dustbag","03/11/2019","8606728"
"March 31, 2020",12,"APC",NA,"43 €","Never worn  More infos","Wool","Brown","37 cm","38 cm","8 cm","France","jaewoo","","28/03/2020","9810795"
"October 31, 2019",11,"APC","Demi-lune","105 €","Fair condition  More infos","Leather","Brown","24 cm","18 cm","8,5 cm","France","pc","Dustbag","30/10/2019","8581980"
"June 10, 2020",84,"APC",NA,"250 €","Good condition  More infos","Leather","Brown","24 cm","18 cm","7 cm","Germany","Christel","","10/12/2019","8934746"
"February 29, 2020",8,"APC",NA,"38 €","Never worn, with tag  More infos","Cotton","Beige","43 cm","34 cm","14 cm","France","jaewoo","","28/02/2020","9573899"
"September 29, 2019",46,"APC","Demi-lune","269 €","Good condition  More infos","Leather","Red","24 cm","18 cm","8 cm","Netherlands","soraya","","28/08/2019","8110492"
"March 10, 2020",17,"APC",NA,"37 €","Never worn  More infos","Cotton","Blue","56 cm","34 cm","14 cm","France","jaewoo","","07/03/2020","9645839"
"September 21, 2019",62,"APC","Demi-lune","180 €","Good condition  More infos","Leather","Yellow","24 cm","17 cm","8 cm","Netherlands","Fiore","","09/09/2019","8183960"
"April 22, 2020",0,"APC",NA,"180 €","Good condition  More infos","Leather","Camel","26 cm","20 cm","8 cm","Germany","Jasmin","","22/04/2020","10062426"
"October 27, 2019",29,"APC","Demi-lune","200 €","Good condition  More infos","Leather","Brown","24 cm","17 cm","8 cm","Hong Kong","chow","Dustbag","29/08/2019","8114793"
"August 12, 2019",4,"APC","Demi-lune","190 €","Very good condition  More infos","Patent leather","Burgundy","17 cm","24 cm","8 cm","France","radia","","12/08/2019","8024745"
"May 14, 2020",29,"APC",NA,"65 €","Very good condition  More infos","Denim - Jeans","Blue","33 cm","39 cm",NA,"Germany","Lena","","09/03/2020","9670472"
"September 4, 2019",4,"APC","Demi-lune","200 €","Good condition  More infos","Leather","Black","24 cm","17 cm","8 cm","Belgium","Charlotte","","04/09/2019","8149143"
"May 5, 2020",43,"APC",NA,"140 €","Good condition  More infos","Leather","Camel","1 cm","1 cm","1 cm","Germany","Moritz","","18/03/2020","9744987"
"May 17, 2020",53,"APC",NA,"138,61 €","Good condition  More infos","Leather","Brown","25.4 cm","32.5 cm","15.2 cm","United Kingdom","Lucia","","03/05/2020","10200267"
"August 13, 2019",59,"APC","Demi-lune","180 €","Good condition  More infos","Leather","Grey","24 cm","18 cm",NA,"Germany","jil","","23/07/2019","7920761"
"April 12, 2020",14,"APC",NA,"150 €","Good condition  More infos","Leather","Red","23 cm","15 cm",NA,"France","Jihane","Dustbag","10/04/2020","9929025"
"August 26, 2019",12,"APC","Demi-lune","171 €","Very good condition  More infos","Leather","Brown","20 cm","13 cm","8 cm","United Kingdom","yiwen","","25/08/2019","8093069"
"August 27, 2019",93,"APC","Demi-lune","199 €","Very good condition  More infos","Leather","Navy","24 cm","19 cm","8 cm","France","caroline","","23/07/2019","7921499"
"December 24, 2019",3,"APC",NA,"230 €","Very good condition  More infos","Leather","Black","26.5 cm","20 cm","9 cm","France","Vestiaire Collective","Dustbag","24/12/2019","9032723"
"March 11, 2020",16,"APC",NA,"35 €","Never worn  More infos","Cotton","Grey","45 cm","34 cm","15 cm","France","jaewoo","","07/03/2020","9645721"
"March 9, 2020",98,"APC","Genève","250 €","Very good condition  More infos","Leather","Beige","24 cm","20 cm","8 cm","France","corinne","","03/02/2020","9351521"
"September 30, 2019",146,"APC","Demi-lune","214,93 €","Very good condition  More infos","Suede","Blue","21 cm","14 cm","6 cm","Sweden","J","","21/08/2019","8068544"
"April 27, 2020",64,"APC",NA,"320 €","Very good condition  More infos","Leather","Blue","23 cm","20 cm","7 cm","Germany","Darja","","11/02/2020","9400421"
"April 10, 2020",36,"APC",NA,"29 €","Never worn  More infos","Cotton","Orange","37 cm","32 cm","8 cm","France","jaewoo","","07/03/2020","9645794"
"February 19, 2020",8,"APC",NA,"35 €","Very good condition  More infos","Cloth","Beige","58 cm","35 cm","14 cm","France","Camille","","18/02/2020","9484681"
"January 8, 2020",9,"APC",NA,"245 €","Very good condition  More infos","Leather","Black","26 cm","19 cm","7 cm","Portugal","aurea","","07/01/2020","9116883"
"March 3, 2020",1,"APC",NA,"110 €","Good condition  More infos","Leather","Black","16 cm","20 cm","6 cm","France","laura","Dustbag","03/03/2020","9611462"
"August 31, 2019",49,"APC","Demi-lune","180 €","Good condition  More infos","Leather","Brown","24 cm","18 cm",NA,"Italy","ludovica","","09/07/2019","7845564"
"February 25, 2020",26,"APC",NA,"270 €","Good condition  More infos","Leather","Black","28 cm","19 cm","10 cm","France","Marion","Dustbag","03/02/2020","9348620"
"August 27, 2019",48,"APC","Demi-lune","249,02 €","Good condition  More infos","Exotic leathers","Khaki","17 cm","24 cm","8 cm","Germany","lucia","","06/07/2019","7830088"
"May 1, 2020",13,"APC",NA,"58 €","Good condition  More infos","Suede","Black","40 cm","25 cm","9 cm","Sweden","anna","","11/04/2020","9939095"
"March 10, 2020",33,"APC","Ella","268,42 €","Very good condition  More infos","Leather","Blue","28 cm","20 cm","8 cm","Taiwan","wenting","Dustbag","14/02/2020","9451168"
"January 13, 2020",9,"APC",NA,"230 €","Very good condition  More infos","Leather","Brown","20 cm","16 cm","6 cm","France","lili","","12/01/2020","9149459"
"January 10, 2020",4,"APC",NA,"200 €","Very good condition  More infos","Leather","Burgundy","48,50 cm","29 cm","17 cm","France","annabel","","08/01/2020","9129694"
"February 7, 2020",14,"APC",NA,"110 €","Good condition  More infos","Leather","Black","16 cm","20 cm","6 cm","France","laura","","02/02/2020","9340265"
"September 26, 2019",48,"APC","Demi-lune","268,43 €","Good condition  More infos","Leather","Black","24 cm","18 cm","7 cm","United Kingdom","f","","15/05/2019","7515417"
"November 24, 2019",62,"APC",NA,"230 €","Very good condition  More infos","Leather","Black","26 cm","20 cm","9 cm","Poland","Julia","","17/11/2019","8724034"
"February 6, 2020",11,"APC",NA,"30 €","Very good condition  More infos","Wool","Brown","55 cm","34 cm","14 cm","France","Camille","","05/02/2020","9373510"
"January 10, 2020",34,"APC",NA,"150 €","Fair condition  More infos","Leather","Black","29 cm","20 cm","5 cm","France","Vestiaire Collective","","20/12/2019","9010101"
"December 24, 2019",10,"APC",NA,"135 €","Very good condition  More infos","Leather","Black","34 cm","20 cm","18 cm","France","Bikem","","10/12/2019","8930550"
"February 9, 2020",4,"APC",NA,"25 €","Very good condition  More infos","Cloth","Beige","33 cm","36 cm",NA,"France","Camille","","09/02/2020","9404021"
"December 6, 2019",8,"APC",NA,"165 €","Very good condition  More infos","Leather","Black","19 cm","15 cm","8 cm","France","Lin","Dustbag","06/12/2019","8902351"
"May 11, 2020",50,"APC",NA,"120 €","Good condition  More infos","Cloth","Navy","25 cm","20 cm","8.5 cm","France","paul","","09/01/2020","9081606"
"February 2, 2020",7,"APC",NA,"150 €","Good condition  More infos","Leather","Beige","21 cm","16 cm","6 cm","Slovenia","tulipan","","01/02/2020","9333863"
"October 19, 2019",5,"APC",NA,"205 €","Very good condition  More infos","Leather","Black","29 cm","48.5 cm","17 cm","Germany","Elisabeth","","17/10/2019","8477804"
"February 7, 2020",11,"APC",NA,"22 €","Very good condition  More infos","Wool","Brown","35 cm","33 cm","8 cm","France","Camille","","05/02/2020","9373759"
"February 1, 2020",38,"APC",NA,"78 €","Very good condition  More infos","Denim - Jeans","Blue","37 cm","40 cm","14 cm","Germany","Eva","","29/12/2019","9061340"
"October 6, 2019",15,"APC",NA,"235,84 €","Very good condition  More infos","Leather","Black","29 cm","48.5 cm","17 cm","United Kingdom","roni","","02/10/2019","8348817"
"November 3, 2019",16,"APC",NA,"85 €","Good condition  More infos","Leather","Brown","30 cm","35 cm",NA,"United Kingdom","julie","","30/10/2019","8582842"
"January 14, 2020",29,"APC","Genève","118,49 €","Fair condition  More infos","Leather","Navy","24 cm","18 cm","8 cm","Hong Kong","Kiu","Dustbag","11/01/2020","9152898"
"September 28, 2019",8,"APC",NA,"270 €","Good condition  More infos","Leather","White","23 cm","15 cm","7 cm","France","julie","","26/09/2019","8251421"
"April 3, 2020",9,"APC",NA,"58,19 €","Fair condition  More infos","Leather","Brown","30 cm","21 cm","8 cm","Hong Kong","Chloe","","30/03/2020","9830723"
"October 21, 2019",4,"APC",NA,"115,69 €","Very good condition  More infos","Leather","Brown","30 cm","40 cm",NA,"United Kingdom","julie","","21/10/2019","8502671"
"September 4, 2019",3,"APC",NA,"220,06 €","Very good condition  More infos","Leather","Black","24 cm","17 cm","8 cm","United Kingdom","Adwoa","Dustbag","04/09/2019","8153383"
"December 28, 2019",24,"APC",NA,"249,77 €","Very good condition  More infos","Leather","Brown","25 cm","17 cm","7 cm","Australia","claire","","05/11/2019","8619610"
"December 6, 2019",49,"APC","Genève","152,55 €","Good condition  More infos","Leather","Black","24 cm","17 cm","18 cm","Germany","Alicia","","07/10/2019","8385028"
"November 28, 2019",5,"APC",NA,"270 €","Good condition  More infos","Leather","Camel","28 cm","20 cm","7 cm","France","meryem","","25/11/2019","8798330"
"October 13, 2019",10,"APC","Genève","192,33 €","Very good condition  More infos","Leather","Khaki","24 cm","18 cm","8 cm","United Kingdom","ling","Dustbag","12/10/2019","8413269"
"October 18, 2019",23,"APC",NA,"299,40 €","Very good condition  More infos","Leather","Burgundy","20.3 cm","15.2 cm","5.1 cm","United Kingdom","Analle","Dustbag","15/10/2019","8457591"
"February 19, 2020",4,"APC",NA,"25 €","Fair condition  More infos","Cloth","White","57 cm","34 cm","14 cm","France","Camille","","18/02/2020","9484749"
"November 23, 2019",59,"APC",NA,"133,86 €","Good condition  More infos","Leather","Navy","27 cm","20 cm","9 cm","Hong Kong","lee","Dustbag","14/11/2019","8701528"
"December 23, 2019",11,"APC","Genève","135 €","Fair condition  More infos","Leather","Brown","24 cm","18 cm","8 cm","France","julie","Dustbag","23/12/2019","9026137"
"March 12, 2020",86,"APC",NA,"69,83 €","Fair condition  More infos","Leather","Brown","30 cm","21 cm","9 cm","Hong Kong","Chloe","Dustbag","03/02/2020","9340845"
"October 31, 2019",36,"APC",NA,"180 €","Good condition  More infos","Leather","Black","28 cm","21 cm","9 cm","France","joséphine","","22/10/2019","8508856"
"October 22, 2019",21,"APC","Genève","200 €","Very good condition  More infos","Leather","Burgundy","25 cm","20 cm",NA,"France","Marie","","21/10/2019","8495415"
"February 20, 2020",18,"APC",NA,"22 €","Fair condition  More infos","Cloth","Yellow","57 cm","34 cm","14 cm","France","Camille","","18/02/2020","9484802"
"January 29, 2020",8,"APC",NA,"300,46 €","Good condition  More infos","Leather","Burgundy",NA,NA,NA,"United Kingdom","amelie","Dustbag","23/01/2020","9255931"
"September 10, 2019",45,"APC",NA,"276,67 €","Very good condition  More infos","Leather","Burgundy","23.9 cm","15.2 cm","6.1 cm","United Kingdom","Analle","Dustbag","02/09/2019","8133111"
"November 18, 2019",91,"APC",NA,"150 €","Good condition  More infos","Leather","Navy","24 cm","18 cm","8 cm","Germany","Dorothea","","14/10/2019","8442966"
"March 16, 2020",60,"APC",NA,"64,62 €","Very good condition  More infos","Leather","Brown","40 cm","31 cm","17 cm","Hong Kong","C","","15/10/2019","8445217"
"November 1, 2019",14,"APC",NA,"200,23 €","Very good condition  More infos","Leather","Burgundy","30 cm","30 cm",NA,"Poland","Anna","","15/10/2019","8447898"
"November 17, 2019",28,"APC",NA,"130,75 €","Good condition  More infos","Leather","Navy","24 cm","19 cm","8 cm","Germany","Elisabeth","Dustbag","02/10/2019","8349100"
"November 30, 2019",7,"APC",NA,"138,31 €","Good condition  More infos","Leather","Brown","24.1 cm","17.8 cm","7.6 cm","United Kingdom","Nicola","","29/11/2019","8845627"
